objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
64,E07000011,Huntingdonshire,2030,"""East of England""",137157,"1,065",0.78,26361,19.22,20055,14.62,23266,16.96,5221,3.81,16977,12.38,38301,27.92,6976,5.09,617
220,E07000202,Ipswich,2030,"""East of England""",107396,810,0.75,27723,25.81,17054,15.88,17469,16.27,4098,3.82,12269,11.42,22152,20.63,6631,6.17,477.3
32,E06000032,Luton,2030,"""East of England""",156445,"1,282",0.82,36953,23.62,22813,14.58,22720,14.52,5151,3.29,17332,11.08,34814,22.25,16662,10.65,544.3
107,E07000074,Maldon,2030,"""East of England""",50804,358,0.7,11749,23.13,8153,16.05,8771,17.26,2355,4.64,5692,11.2,12009,23.64,2075,4.08,639.3
177,E07000148,Norwich,2030,"""East of England""",110805,994,0.9,25073,22.63,14129,12.75,15342,13.85,2858,2.58,16885,15.24,30722,27.73,5796,5.23,518.6
31,E06000031,Peterborough,2030,"""East of England""",144495,"1,330",0.92,36158,25.02,22288,15.42,23338,16.15,5037,3.49,15589,10.79,29245,20.24,12840,8.89,518.6
108,E07000075,Rochford,2030,"""East of England""",68271,517,0.76,16134,23.63,12132,17.77,12531,18.35,2956,4.33,8158,11.95,13659,20.01,2701,3.96,578.4
257,E07000243,Stevenage,2030,"""East of England""",66866,537,0.8,14390,21.52,12065,18.04,11941,17.86,2521,3.77,7889,11.8,14762,22.08,3298,4.93,575.9
109,E07000076,Tendring,2030,"""East of England""",115495,779,0.67,39616,34.3,17499,15.15,18751,16.24,4740,4.1,11002,9.53,18340,15.88,5547,4.8,472.5
34,E06000034,Thurrock,2030,"""East of England""",123407,"1,155",0.94,32643,26.45,22396,18.15,21639,17.53,4218,3.42,13483,10.93,21519,17.44,7509,6.08,572.1
110,E07000077,Uttlesford,2030,"""East of England""",63399,547,0.86,11232,17.72,8791,13.87,10919,17.22,2092,3.3,7594,11.98,20251,31.94,2520,3.97,681.7
