objectid,lau115cd,lau115nm,region,year,predictedprevalence,% population autistic,population education,No qualifications,% no qualifications,Level 1 qualifications,% level 1 qualification,Level 2 qualifications,% level 2 qualifications,Apprenticeship,% Apprenticeship qualifications,Level 3 qualifications,% level 3 qualifications,Level 4 qualifications and above,% level 4 qualification,Other qualifications,% other qualifications,weekly gross pay mean
172,E07000143,Breckland,"""East of England""",2035,809,0.33%,248458,61014,23.42%,35570,13.65%,44986,17.27%,11048,4.24%,32688,12.55%,65809,25.26%,9383,3.60%,532.9
298,E09000005,Brent,London,2035,"2,266",3.77%,60115,23409,25.88%,12155,13.44%,15052,16.64%,4370,4.83%,10898,12.05%,20793,22.98%,3790,4.19%,500.2
101,E07000068,Brentwood,"""East of England""",2035,433,0.42%,103657,24059,17.36%,19099,13.78%,22857,16.50%,5014,3.62%,16894,12.19%,44291,31.96%,6353,4.58%,683.3
173,E07000144,Broadland,"""East of England""",2035,741,0.30%,248806,23226,17.34%,19647,14.67%,21918,16.36%,5152,3.85%,16902,12.62%,40793,30.45%,6309,4.71%,676.2
299,E09000006,Bromley,London,2035,"2,027",2.63%,77107,14639,16.31%,13755,15.33%,15191,16.93%,3032,3.38%,11389,12.69%,27197,30.31%,4540,5.06%,663.8
248,E07000234,Bromsgrove,"""West Midlands""",2035,617,0.82%,74850,36775,16.06%,25190,11.00%,28769,12.56%,4854,2.12%,36599,15.98%,84423,36.86%,12414,5.42%,575.4
128,E07000095,Broxbourne,"""East of England""",2035,550,0.60%,90938,15857,16.87%,11719,12.46%,15640,16.63%,3338,3.55%,11986,12.75%,31844,33.87%,3635,3.87%,646.5
195,E07000172,Broxtowe,"""East Midlands""",2035,726,1.04%,69915,9559,15.83%,7395,12.25%,9504,15.74%,1723,2.85%,7278,12.06%,21720,35.98%,3192,5.29%,645.3
146,E07000117,Burnley,"""North West""",2035,499,0.34%,147935,28078,24.29%,16865,14.59%,19395,16.78%,5799,5.02%,14128,12.22%,26163,22.63%,5161,4.46%,482.6
259,E08000002,Bury,"""North West""",2035,"1,149",0.70%,163645,34850,18.02%,30794,15.92%,32222,16.66%,6579,3.40%,22205,11.48%,54591,28.22%,12188,6.30%,629.3
289,E08000033,Calderdale,"""Yorkshire and the Humber""",2035,"1,197",1.13%,106007,11111,15.97%,8129,11.68%,11198,16.09%,1960,2.82%,7896,11.35%,26396,37.94%,2890,4.15%,617.9
61,E07000008,Cambridge,"""East of England""",2035,897,0.49%,184873,31178,21.14%,19579,13.27%,24647,16.71%,8013,5.43%,17739,12.03%,40184,27.24%,6174,4.19%,633.1
300,E09000007,Camden,London,2035,"2,102",1.67%,125971,23550,25.06%,13423,14.29%,15088,16.06%,3795,4.04%,11169,11.89%,22698,24.16%,4234,4.51%,555.4
135,E07000106,Canterbury,"""South East""",2035,"1,061",1.19%,89042,8533,18.33%,5175,11.12%,7126,15.31%,2339,5.02%,5841,12.55%,15817,33.98%,1721,3.70%,663.3
68,E07000028,Carlisle,"""North West""",2035,571,0.41%,137878,18248,15.29%,13275,11.12%,17129,14.35%,4643,3.89%,13472,11.29%,47852,40.10%,4723,3.96%,492.4
159,E07000130,Charnwood,"""East Midlands""",2035,"1,346",0.98%,137003,16707,22.01%,10674,14.06%,12617,16.62%,3663,4.83%,9738,12.83%,19701,25.95%,2810,3.70%,683.3
103,E07000070,Chelmsford,"""East of England""",2035,"1,138",1.19%,96008,29089,21.93%,18212,13.73%,22503,16.97%,6922,5.22%,16481,12.43%,33228,25.05%,6190,4.67%,696.1
111,E07000078,Cheltenham,"""South West""",2035,708,0.62%,113422,32612,24.62%,20055,15.14%,23731,17.92%,4413,3.33%,17199,12.99%,27713,20.92%,6717,5.07%,735.2
200,E07000177,Cherwell,"""South East""",2035,934,1.09%,85595,19135,19.97%,14401,15.03%,16945,17.68%,3874,4.04%,11646,12.15%,25967,27.10%,3853,4.02%,571.7
74,E07000034,Chesterfield,"""East Midlands""",2035,598,0.63%,95161,15620,17.07%,11311,12.36%,15148,16.56%,2542,2.78%,11054,12.08%,31687,34.64%,4121,4.50%,720.9
243,E07000225,Chichester,"""South East""",2035,635,0.86%,73679,42262,20.81%,24934,12.27%,25845,12.72%,3494,1.72%,20340,10.01%,60914,29.99%,25342,12.48%,759.1
58,E07000005,Chiltern,"""South East""",2035,792,0.90%,87532,15550,17.21%,11791,13.05%,13544,14.99%,2866,3.17%,14211,15.73%,27123,30.01%,5284,5.85%,680.7
147,E07000118,Chorley,"""North West""",2035,755,1.87%,40289,16801,20.11%,10494,12.56%,13761,16.47%,3674,4.40%,9875,11.82%,25691,30.75%,3240,3.88%,634.9
88,E07000048,Christchurch,"""South West""",2035,781,0.55%,141427,12236,22.53%,8094,14.90%,9447,17.40%,2804,5.16%,7102,13.08%,12207,22.48%,2416,4.45%,561.7
104,E07000071,Colchester,"""East of England""",2035,"1,353",2.31%,58613,12936,25.58%,8063,15.94%,8324,16.46%,2207,4.36%,5655,11.18%,11122,21.99%,2272,4.49%,784.6
69,E07000029,Copeland,"""North West""",2035,339,0.70%,48637,31364,24.86%,17871,14.16%,21159,16.77%,5019,3.98%,14610,11.58%,28732,22.77%,7409,5.87%,537.8
179,E07000150,Corby,"""East Midlands""",2035,529,0.12%,442332,19777,21.17%,14578,15.61%,16639,17.81%,3602,3.86%,11229,12.02%,23007,24.63%,4579,4.90%,500.1
51,E06000052,Cornwall,"""South West""",2035,"3,317",4.80%,69138,43833,15.54%,27240,9.65%,34028,12.06%,3778,1.34%,28742,10.19%,113815,40.34%,30716,10.89%,556.2
112,E07000079,Cotswold,"""South West""",2035,525,0.21%,254106,28265,20.50%,16740,12.14%,19685,14.28%,6586,4.78%,23470,17.02%,36916,26.77%,6216,4.51%,555.9
282,E08000026,Coventry,"""West Midlands""",2035,"2,995",6.49%,46161,18566,19.51%,11035,11.60%,15164,15.94%,3252,3.42%,12149,12.77%,30820,32.39%,4175,4.39%,603.8
186,E07000163,Craven,Yorkshire and The Humber,2035,293,0.35%,84549,18594,21.24%,11760,13.44%,14210,16.23%,4225,4.83%,11052,12.63%,24361,27.83%,3330,3.80%,504.2
244,E07000226,Crawley,"""South East""",2035,737,0.26%,284268,9421,23.38%,5509,13.67%,6718,16.67%,2110,5.24%,4556,11.31%,10132,25.15%,1843,4.57%,683.3
301,E09000008,Croydon,London,2035,"2,334",2.01%,115983,21768,18.77%,17067,14.72%,18714,16.14%,4023,3.47%,13410,11.56%,35872,30.93%,5129,4.42%,581.4
129,E07000096,Dacorum,"""East of England""",2035,913,1.07%,85357,47731,24.10%,26294,13.27%,28681,14.48%,9793,4.94%,25838,13.04%,47955,24.21%,11784,5.95%,630.3
5,E06000005,Darlington,"""North East""",2035,569,0.74%,77342,44366,16.46%,26592,9.86%,28237,10.47%,3905,1.45%,25887,9.60%,99836,37.04%,40749,15.12%,576.8
136,E07000107,Dartford,"""South East""",2035,818,1.30%,63031,9968,22.67%,5914,13.45%,7253,16.49%,1637,3.72%,5286,12.02%,12059,27.42%,1859,4.23%,545.1
180,E07000151,Daventry,"""East Midlands""",2035,563,0.28%,198076,13628,13.23%,10451,10.15%,14320,13.90%,2280,2.21%,11400,11.07%,45170,43.85%,5756,5.59%,607.5
15,E06000015,Derby,"""East Midlands""",2035,"1,564",0.64%,244909,23808,25.89%,14091,15.32%,15197,16.53%,4851,5.28%,11350,12.34%,19015,20.68%,3636,3.95%,840.9
274,E08000017,Doncaster,"""Yorkshire and the Humber""",2035,"1,912",2.09%,91382,13497,21.17%,7638,11.98%,10560,16.56%,2678,4.20%,7826,12.27%,18982,29.77%,2576,4.04%,625.8
137,E07000108,Dover,"""South East""",2035,744,0.29%,253421,41082,20.63%,23896,12.00%,26189,13.15%,3766,1.89%,21250,10.67%,66120,33.20%,16860,8.47%,508.1
283,E08000027,Dudley,"""West Midlands""",2035,"1,894",0.70%,269572,15993,14.20%,12020,10.68%,15254,13.55%,3125,2.78%,16005,14.22%,44496,39.52%,5696,5.06%,570
302,E09000009,Ealing,London,2035,"2,084",2.52%,82691,27126,26.91%,16975,16.84%,18702,18.55%,3839,3.81%,12618,12.52%,17792,17.65%,3767,3.74%,784.5
94,E07000061,Eastbourne,"""South East""",2035,555,0.55%,101482,18649,25.38%,11600,15.78%,12830,17.46%,2220,3.02%,8877,12.08%,15604,21.23%,3708,5.05%,698
119,E07000086,Eastleigh,"""South East""",2035,795,1.81%,43976,50951,26.42%,32241,16.72%,33519,17.38%,7238,3.75%,21797,11.30%,37498,19.44%,9600,4.98%,444.8
70,E07000030,Eden,"""North West""",2035,274,0.27%,103005,15502,19.42%,11257,14.10%,12601,15.78%,2290,2.87%,8950,11.21%,24588,30.80%,4653,5.83%,515.6
225,E07000207,Elmbridge,"""South East""",2035,724,0.30%,242465,35084,17.33%,23767,11.74%,23364,11.54%,3401,1.68%,19798,9.78%,69955,34.56%,27055,13.37%,630.8
303,E09000010,Enfield,London,2035,"2,046",2.23%,91948,38763,17.72%,24225,11.07%,27248,12.46%,3160,1.44%,23694,10.83%,83127,38.00%,18532,8.47%,606.2
76,E07000036,Erewash,"""East Midlands""",2035,674,0.68%,99066,11749,23.13%,8153,16.05%,8771,17.26%,2355,4.64%,5692,11.20%,12009,23.64%,2075,4.08%,597.6
81,E07000041,Exeter,"""South West""",2035,976,1.06%,92153,48226,22.91%,35473,16.85%,38653,18.36%,9857,4.68%,26818,12.74%,40275,19.13%,11209,5.32%,580.6
120,E07000087,Fareham,"""South East""",2035,631,0.80%,78482,17287,13.64%,10519,8.30%,11341,8.95%,2338,1.84%,22581,17.82%,53977,42.59%,8682,6.85%,569.3
63,E07000010,Fenland,"""East of England""",2035,630,0.99%,63757,35405,21.17%,21980,13.14%,25073,14.99%,6545,3.91%,30068,17.98%,39630,23.69%,8555,5.11%,497.9
219,E07000201,Forest Heath,"""East of England""",2035,518,0.31%,164716,21834,17.39%,15328,12.21%,15407,12.27%,3170,2.52%,16875,13.44%,43690,34.79%,9278,7.39%,631.8
148,E07000119,Fylde,"""North West""",2035,442,0.47%,93186,18858,24.70%,10542,13.81%,12596,16.50%,2886,3.78%,8551,11.20%,19438,25.46%,3488,4.57%,499.7
293,E08000037,Gateshead,"""North East""",2035,"1,212",1.24%,97531,12176,18.27%,8490,12.74%,9616,14.43%,2248,3.37%,10095,15.15%,19945,29.92%,4083,6.13%,659.5
196,E07000173,Gedling,"""East Midlands""",2035,714,1.08%,66402,13947,18.63%,12318,16.46%,12838,17.15%,2703,3.61%,9362,12.51%,18493,24.71%,5193,6.94%,623.4
114,E07000081,Gloucester,"""South West""",2035,811,1.00%,80964,17753,19.20%,12708,13.74%,15189,16.42%,3158,3.41%,10267,11.10%,29580,31.98%,3826,4.14%,694.9
121,E07000088,Gosport,"""South East""",2035,456,0.23%,199163,21434,20.10%,15673,14.70%,14256,13.37%,2371,2.22%,10790,10.12%,27560,25.84%,14561,13.65%,572.6
138,E07000109,Gravesham,"""South East""",2035,605,0.54%,112589,40991,20.96%,25287,12.93%,27209,13.92%,7156,3.66%,33882,17.33%,48145,24.62%,12864,6.58%,532.2
304,E09000011,Greenwich,London,2035,"2,185",1.12%,195145,15947,20.42%,12546,16.07%,12564,16.09%,3056,3.91%,8882,11.37%,20262,25.95%,4832,6.19%,650.4
227,E07000209,Guildford,"""South East""",2035,947,0.94%,100819,29703,27.37%,17640,16.25%,18442,16.99%,4777,4.40%,12202,11.24%,20535,18.92%,5240,4.83%,552.4
305,E09000012,Hackney,London,2035,"2,183",2.95%,74039,11467,17.13%,8936,13.35%,11701,17.48%,1959,2.93%,8206,12.26%,22063,32.97%,2590,3.87%,644.3
6,E06000006,Halton,"""North West""",2035,754,1.09%,69034,30784,28.36%,16100,14.83%,17833,16.43%,4198,3.87%,12245,11.28%,21284,19.61%,6112,5.63%,504.3
187,E07000164,Hambleton,Yorkshire and The Humber,2035,459,0.23%,202856,14790,15.17%,10056,10.32%,14737,15.12%,2845,2.92%,11938,12.25%,39125,40.14%,3987,4.09%,768.6
160,E07000131,Harborough,"""East Midlands""",2035,570,0.88%,65061,24347,19.88%,16937,13.83%,21218,17.33%,4516,3.69%,14998,12.25%,35360,28.88%,5067,4.14%,578.2
307,E09000014,Haringey,London,2035,"1,922",1.49%,129036,13828,14.54%,9163,9.63%,13910,14.63%,2944,3.10%,13260,13.94%,38669,40.66%,3336,3.51%,682.8
106,E07000073,Harlow,"""East of England""",2035,521,0.27%,190998,12042,15.21%,9471,11.96%,11321,14.30%,2067,2.61%,8940,11.29%,30374,38.36%,4970,6.28%,708.7
188,E07000165,Harrogate,Yorkshire and The Humber,2035,797,1.10%,72681,16226,13.19%,14460,11.76%,18557,15.09%,4158,3.38%,15313,12.45%,49184,39.98%,5112,4.16%,703.2
308,E09000015,Harrow,London,2035,"1,501",2.02%,74228,18319,21.31%,12320,14.33%,14966,17.41%,3147,3.66%,10774,12.53%,22314,25.96%,4131,4.81%,543.5
122,E07000089,Hart,"""South East""",2035,562,0.76%,73488,23780,17.38%,17123,12.52%,20734,15.16%,4964,3.63%,16905,12.36%,45899,33.56%,7382,5.40%,683.3
1,E06000001,Hartlepool,"""North East""",2035,514,0.52%,98807,25140,17.17%,16175,11.05%,20828,14.22%,5472,3.74%,24095,16.45%,48910,33.40%,5819,3.97%,551.1
95,E07000062,Hastings,"""South East""",2035,520,0.27%,192844,70478,20.16%,41487,11.87%,44592,12.75%,10260,2.93%,51006,14.59%,114621,32.78%,17209,4.92%,553.8
123,E07000090,Havant,"""South East""",2035,722,0.90%,79841,23597,21.07%,14651,13.08%,19009,16.97%,4625,4.13%,12708,11.35%,32573,29.08%,4839,4.32%,479
309,E09000016,Havering,London,2035,"1,652",2.22%,74416,15830,21.52%,9897,13.45%,12047,16.38%,3884,5.28%,8505,11.56%,20364,27.68%,3030,4.12%,491.2
130,E07000098,Hertsmere,"""East of England""",2035,577,0.27%,217043,12505,25.69%,6597,13.55%,6893,14.16%,1961,4.03%,5003,10.28%,9325,19.15%,6400,13.15%,521.3
310,E09000017,Hillingdon,London,2035,"2,037",1.91%,106758,264,14.22%,201,10.82%,309,16.64%,78,4.20%,304,16.37%,613,33.01%,88,4.74%,631.1
245,E07000227,Horsham,"""South East""",2035,844,0.42%,202424,17621,22.33%,10963,13.89%,13279,16.83%,3247,4.11%,9820,12.45%,20864,26.44%,3113,3.95%,465.2
311,E09000018,Hounslow,London,2035,"1,795",1.31%,137157,11219,19.95%,7989,14.21%,10020,17.82%,2312,4.11%,7058,12.55%,15137,26.92%,2495,4.44%,426.9
64,E07000011,Huntingdonshire,"""East of England""",2035,"1,069",1.67%,64092,22277,26.94%,11752,14.21%,13731,16.60%,3632,4.39%,9838,11.90%,18340,22.18%,3129,3.78%,491.2
149,E07000120,Hyndburn,"""North West""",2035,461,0.43%,107396,39157,23.72%,23183,14.04%,26536,16.07%,8685,5.26%,19623,11.89%,41734,25.28%,6170,3.74%,608.8
220,E07000202,Ipswich,"""East of England""",2035,796,0.46%,173300,22628,30.85%,11195,15.26%,12070,16.45%,2710,3.69%,7354,10.03%,11586,15.79%,5811,7.92%,555
312,E09000019,Islington,London,2035,"1,971",2.63%,74809,23608,21.64%,15098,13.84%,18733,17.17%,5007,4.59%,13474,12.35%,27974,25.64%,5191,4.76%,473.6
182,E07000153,Kettering,"""East Midlands""",2035,652,0.19%,336309,34189,27.98%,17799,14.57%,19806,16.21%,7473,6.12%,14679,12.01%,23514,19.24%,4740,3.88%,490.5
290,E08000034,Kirklees,"""Yorkshire and the Humber""",2035,"2,610",2.23%,117225,17330,18.36%,12841,13.60%,15581,16.50%,4223,4.47%,11768,12.46%,28825,30.53%,3846,4.07%,508.7
268,E08000011,Knowsley,"""North West""",2035,850,0.34%,248300,16963,23.00%,10217,13.85%,12217,16.56%,3796,5.15%,8796,11.93%,18642,25.28%,3122,4.23%,491.2
315,E09000022,Lambeth,London,2035,"2,516",2.18%,115405,18134,15.65%,13448,11.60%,16685,14.40%,3476,3.00%,12933,11.16%,44500,38.40%,6724,5.80%,508.7
150,E07000121,Lancaster,"""North West""",2035,908,0.15%,613992,22579,27.81%,11553,14.23%,13076,16.11%,3058,3.77%,9258,11.40%,17916,22.07%,3750,4.62%,491.2
291,E08000035,Leeds,"""Yorkshire and the Humber""",2035,"5,052",1.94%,260560,26958,22.83%,19524,16.53%,21412,18.13%,4604,3.90%,14154,11.98%,26212,22.20%,5234,4.43%,539.9
16,E06000016,Leicester,"""East Midlands""",2035,"2,523",3.13%,80534,23618,27.59%,12252,14.31%,14567,17.02%,3441,4.02%,10342,12.08%,17994,21.02%,3381,3.95%,606.9
96,E07000063,Lewes,"""South East""",2035,563,0.26%,218749,15800,26.96%,8335,14.22%,9178,15.66%,3439,5.87%,7289,12.44%,12307,21.00%,2265,3.86%,539.9
316,E09000023,Lewisham,London,2035,"2,256",2.72%,83057,60799,23.93%,33782,13.29%,35777,14.08%,10256,4.04%,36184,14.24%,58566,23.05%,18742,7.38%,453.8
212,E07000194,Lichfield,"""West Midlands""",2035,593,0.76%,78190,9356,20.27%,5418,11.74%,7263,15.73%,2103,4.56%,5655,12.25%,14663,31.76%,1703,3.69%,590.4
167,E07000138,Lincoln,"""East Midlands""",2035,694,0.18%,388315,24523,31.25%,12253,15.61%,13323,16.98%,3173,4.04%,8151,10.39%,11677,14.88%,5382,6.86%,473.1
269,E08000012,Liverpool,"""North West""",2035,"3,529",2.26%,156445,19742,24.38%,13242,16.36%,13780,17.02%,3442,4.25%,8952,11.06%,16164,19.96%,5642,6.97%,501.2
32,E06000032,Luton,"""East of England""",2035,"1,274",1.02%,125476,19054,21.44%,12036,13.54%,15180,17.08%,3610,4.06%,10697,12.04%,24769,27.87%,3536,3.98%,484.5
139,E07000110,Maidstone,"""South East""",2035,"1,076",2.12%,50804,47073,22.26%,28541,13.49%,35452,16.76%,11004,5.20%,35009,16.55%,45379,21.46%,9044,4.28%,453.6
107,E07000074,Maldon,"""East of England""",2035,358,0.58%,62219,26108,21.40%,17573,14.41%,20298,16.64%,5917,4.85%,15229,12.48%,31143,25.53%,5718,4.69%,539.9
260,E08000003,Manchester,"""North West""",2035,"4,087",1.01%,405709,8122,21.56%,5401,14.33%,6328,16.79%,1891,5.02%,4559,12.10%,9687,25.71%,1690,4.49%,491.2
197,E07000174,Mansfield,"""East Midlands""",2035,671,0.79%,85448,23534,25.06%,13815,14.71%,16048,17.09%,4386,4.67%,11103,11.82%,20778,22.12%,4258,4.53%,476
35,E06000035,Medway,"""South East""",2035,"1,671",0.79%,210511,16788,18.20%,11898,12.90%,14372,15.58%,4296,4.66%,11257,12.20%,30324,32.87%,3316,3.59%,0
162,E07000133,Melton,"""East Midlands""",2035,264,0.64%,41237,34424,20.52%,29257,17.44%,29098,17.34%,7597,4.53%,19526,11.64%,38097,22.71%,9775,5.83%,582.6
205,E07000187,Mendip,"""South West""",2035,640,0.72%,88882,22353,21.55%,14007,13.50%,17189,16.57%,4632,4.47%,12196,11.76%,29014,27.97%,4347,4.19%,470.8
317,E09000024,Merton,London,2035,"1,307",0.81%,160840,12667,18.81%,9251,13.73%,11230,16.67%,2932,4.35%,8214,12.19%,20329,30.18%,2735,4.06%,538.9
2,E06000002,Middlesbrough,"""North East""",2035,801,0.73%,110409,28215,25.82%,16398,15.00%,18889,17.28%,5110,4.68%,12905,11.81%,22564,20.65%,5209,4.77%,425.4
318,E09000025,Newham,London,2035,"2,799",1.18%,238090,13550,25.41%,7599,14.25%,9320,17.48%,2626,4.92%,6434,12.07%,11552,21.67%,2240,4.20%,504.4
183,E07000154,Northampton,"""East Midlands""",2035,"1,402",0.83%,169056,70782,18.63%,53242,14.01%,65411,17.21%,14616,3.85%,48130,12.67%,112067,29.49%,15765,4.15%,535.4
56,E06000057,Northumberland,"""North East""",2035,"1,696",0.65%,262162,22278,28.19%,12884,16.30%,14034,17.76%,2861,3.62%,10021,12.68%,13606,17.22%,3343,4.23%,473.7
177,E07000148,Norwich,"""East of England""",2035,"1,000",0.90%,110805,22671,24.69%,13019,14.18%,14802,16.12%,3849,4.19%,10752,11.71%,21466,23.38%,5262,5.73%,532.3
18,E06000018,Nottingham,"""East Midlands""",2035,"2,427",0.97%,250104,19515,12.77%,10725,7.02%,12738,8.33%,1768,1.16%,16306,10.67%,75765,49.56%,16046,10.50%,485.7
261,E08000004,Oldham,"""North West""",2035,"1,470",0.84%,174438,14323,22.66%,8723,13.80%,10796,17.08%,2420,3.83%,7648,12.10%,16716,26.45%,2574,4.07%,510.2
201,E07000178,Oxford,"""South East""",2035,"1,055",0.83%,126725,18613,24.05%,11157,14.42%,13288,17.17%,3663,4.73%,9616,12.43%,17732,22.92%,3309,4.28%,499.9
151,E07000122,Pendle,"""North West""",2035,532,0.75%,71128,19691,25.98%,9988,13.18%,11639,15.36%,3426,4.52%,9411,12.42%,18402,24.28%,3234,4.27%,540.7
31,E06000031,Peterborough,"""East of England""",2035,"1,362",0.94%,144495,10461,22.57%,6144,13.25%,7008,15.12%,1976,4.26%,6796,14.66%,11476,24.75%,2498,5.39%,498.7
26,E06000026,Plymouth,"""South West""",2035,"1,636",0.77%,211502,34621,24.62%,23075,16.41%,24619,17.51%,4161,2.96%,16055,11.42%,30691,21.83%,7399,5.26%,590.6
29,E06000029,Poole,"""South West""",2035,781,0.64%,121986,67773,33.78%,28825,14.37%,31875,15.89%,7066,3.52%,23961,11.94%,31041,15.47%,10101,5.03%,569.6
44,E06000044,Portsmouth,"""South East""",2035,"1,486",0.89%,167256,21592,21.09%,13784,13.46%,17078,16.68%,4221,4.12%,11582,11.31%,29678,28.98%,4466,4.36%,505.8
152,E07000123,Preston,"""North West""",2035,928,0.82%,113422,10387,14.99%,9356,13.50%,11292,16.29%,2398,3.46%,8478,12.23%,23887,34.47%,3504,5.06%,602.4
91,E07000051,Purbeck,"""South West""",2035,377,1.00%,37678,12261,17.56%,9218,13.20%,11045,15.82%,2337,3.35%,8037,11.51%,23675,33.91%,3246,4.65%,498.9
38,E06000038,Reading,"""South East""",2035,"1,088",0.87%,125582,21636,26.99%,10960,13.67%,12969,16.18%,4020,5.02%,9236,11.52%,18254,22.77%,3080,3.84%,521.5
319,E09000026,Redbridge,London,2035,"2,057",0.95%,216112,36559,31.33%,18129,15.53%,19993,17.13%,4886,4.19%,13546,11.61%,18098,15.51%,5488,4.70%,531.8
250,E07000236,Redditch,"""West Midlands""",2035,493,0.73%,67656,21031,23.13%,11721,12.89%,13547,14.90%,4079,4.49%,11046,12.15%,25678,28.24%,3836,4.22%,591.3
189,E07000166,Richmondshire,Yorkshire and The Humber,2035,289,0.68%,42698,16995,20.10%,15257,18.05%,14427,17.06%,2887,3.41%,9555,11.30%,18214,21.54%,7214,8.53%,538.2
262,E08000005,Rochdale,"""North West""",2035,"1,418",0.85%,166916,19215,23.24%,11408,13.80%,13763,16.64%,2899,3.51%,10418,12.60%,20194,24.42%,4794,5.80%,542.2
108,E07000075,Rochford,"""East of England""",2035,522,0.76%,68271,17134,21.91%,10349,13.24%,12587,16.10%,2899,3.71%,14395,18.41%,16644,21.29%,4182,5.35%,628.6
154,E07000125,Rossendale,"""North West""",2035,436,0.80%,54811,16996,25.12%,10683,15.79%,11508,17.01%,2537,3.75%,8111,11.99%,14007,20.70%,3814,5.64%,462.4
97,E07000064,Rother,"""South East""",2035,489,0.64%,76359,15778,19.55%,10707,13.27%,12896,15.98%,4238,5.25%,9455,11.72%,22735,28.18%,4880,6.05%,594.2
275,E08000018,Rotherham,"""Yorkshire and the Humber""",2035,"1,561",0.75%,208018,85040,35.17%,34723,14.36%,35543,14.70%,6451,2.67%,25245,10.44%,37151,15.36%,17676,7.31%,461.3
238,E07000220,Rugby,"""West Midlands""",2035,697,0.86%,80689,56943,22.51%,33158,13.11%,42594,16.84%,9289,3.67%,30749,12.15%,69558,27.50%,10688,4.22%,521.5
230,E07000212,Runnymede,"""South East""",2035,560,0.84%,66653,38035,22.71%,22790,13.61%,26933,16.08%,5715,3.41%,19597,11.70%,47783,28.53%,6640,3.96%,751.9
199,E07000176,Rushcliffe,"""East Midlands""",2035,755,0.83%,90551,22150,20.39%,13804,12.71%,17192,15.83%,3751,3.45%,14057,12.94%,32887,30.28%,4785,4.41%,574.4
125,E07000092,Rushmoor,"""South East""",2035,570,0.76%,74854,16467,26.79%,10713,17.43%,10954,17.82%,2283,3.71%,7682,12.50%,10706,17.42%,2662,4.33%,493.4
17,E06000017,Rutland,"""East Midlands""",2035,232,0.76%,30683,71839,33.71%,31117,14.60%,32616,15.30%,6365,2.99%,23022,10.80%,35989,16.89%,12175,5.71%,482.9
190,E07000167,Ryedale,Yorkshire and The Humber,2035,303,0.70%,43200,18691,16.39%,11539,10.12%,14527,12.74%,3770,3.31%,16392,14.37%,43836,38.44%,5296,4.64%,670
263,E08000006,Salford,"""North West""",2035,"1,870",0.99%,188780,62467,31.23%,28187,14.09%,29790,14.89%,5497,2.75%,21199,10.60%,39021,19.51%,13886,6.94%,495
284,E08000028,Sandwell,"""West Midlands""",2035,"2,106",0.87%,241829,17116,21.32%,10235,12.75%,11928,14.86%,3116,3.88%,11644,14.50%,22211,27.66%,4041,5.03%,509.6
191,E07000168,Scarborough,Yorkshire and The Humber,2035,549,0.60%,91402,21458,22.11%,12694,13.08%,15170,15.63%,3912,4.03%,11241,11.58%,27870,28.72%,4694,4.84%,505
206,E07000188,Sedgemoor,"""South West""",2035,688,0.73%,93922,65035,23.37%,36228,13.02%,45111,16.21%,14051,5.05%,33672,12.10%,72004,25.87%,12232,4.39%,534.6
271,E08000014,Sefton,"""North West""",2035,"1,471",0.65%,226435,65851,31.65%,30362,14.59%,32099,15.43%,8371,4.02%,27284,13.11%,31687,15.23%,12386,5.95%,431
192,E07000169,Selby,Yorkshire and The Humber,2035,553,0.81%,68135,18416,17.99%,13480,13.17%,15758,15.39%,3565,3.48%,11632,11.36%,35242,34.42%,4295,4.19%,529.2
140,E07000111,Sevenoaks,"""South East""",2035,689,0.75%,92481,23838,27.45%,12236,14.09%,14106,16.25%,4087,4.71%,9137,10.52%,19326,22.26%,4100,4.72%,496.1
276,E08000019,Sheffield,"""Yorkshire and the Humber""",2035,"3,982",0.88%,452014,26393,28.47%,13513,14.58%,15245,16.45%,3847,4.15%,10453,11.28%,18761,20.24%,4490,4.84%,505.4
50,E06000051,Shropshire,"""West Midlands""",2035,"1,876",0.74%,252979,30057,27.96%,16104,14.98%,18149,16.88%,4276,3.98%,11917,11.08%,20046,18.65%,6958,6.47%,530.6
39,E06000039,Slough,"""South East""",2035,959,0.90%,106645,23451,12.68%,12556,6.79%,14454,7.82%,1558,0.84%,22340,12.08%,93453,50.55%,17061,9.23%,517.1
285,E08000029,Solihull,"""West Midlands""",2035,"1,278",0.76%,167493,75980,29.98%,36286,14.32%,42371,16.72%,8888,3.51%,30056,11.86%,48584,19.17%,11256,4.44%,503.6
45,E06000045,Southampton,"""South East""",2035,"1,831",0.94%,195534,40647,34.67%,17774,15.16%,18907,16.13%,4037,3.44%,13788,11.76%,18120,15.46%,3952,3.37%,505.6
321,E09000028,Southwark,London,2035,"2,456",1.05%,234901,74409,28.56%,33751,12.95%,32781,12.58%,5309,2.04%,33888,13.01%,55223,21.19%,25199,9.67%,557.3
231,E07000213,Spelthorne,"""South East""",2035,575,0.74%,78089,62076,29.84%,32284,15.52%,35048,16.85%,9065,4.36%,24001,11.54%,36165,17.39%,9379,4.51%,484.2
215,E07000197,Stafford,"""West Midlands""",2035,824,0.76%,108626,109841,24.30%,55566,12.29%,62097,13.74%,16192,3.58%,71594,15.84%,116007,25.66%,20717,4.58%,503.1
257,E07000243,Stevenage,"""East of England""",2035,537,0.80%,66866,82621,31.08%,38778,14.59%,42790,16.10%,11636,4.38%,28205,10.61%,48772,18.35%,12995,4.89%,486.8
