objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
167,E07000138,Lincoln,2020,"""East Midlands""",78190,664,0.85,17134,21.91,10349,13.24,12587,16.1,2899,3.71,14395,18.41,16644,21.29,4182,5.35,478.5
197,E07000174,Mansfield,2020,"""East Midlands""",85448,654,0.77,25944,30.36,13414,15.7,14087,16.49,3143,3.68,10376,12.14,13978,16.36,4506,5.27,462.5
162,E07000133,Melton,2020,"""East Midlands""",41237,287,0.7,8808,21.36,5793,14.05,6794,16.48,1994,4.84,5225,12.67,10785,26.15,1838,4.46,476.7
183,E07000154,Northampton,2020,"""East Midlands""",169056,1383,0.82,38113,22.54,25243,14.93,26773,15.84,6037,3.57,20905,12.37,40021,23.67,11964,7.08,563.6
18,E06000018,Nottingham,2020,"""East Midlands""",250104,2305,0.92,63991,25.59,30619,12.24,32333,12.93,5715,2.29,46411,18.56,54875,21.94,16160,6.46,481.7
199,E07000176,Rushcliffe,2020,"""East Midlands""",90551,698,0.77,14835,16.38,9411,10.39,13032,14.39,3061,3.38,11861,13.1,35307,38.99,3044,3.36,658.1
17,E06000017,Rutland,2020,"""East Midlands""",30683,228,0.74,5453,17.77,3729,12.15,5373,17.51,1114,3.63,3834,12.5,10096,32.9,1084,3.53,492.8
185,E07000156,Wellingborough,2020,"""East Midlands""",60348,457,0.76,15534,25.74,9661,16.01,9932,16.46,2489,4.12,6544,10.84,12307,20.39,3881,6.43,537.1
72,E07000032,"""Amber Valley""",2025,"""East Midlands""",100841,755,0.75,27220,26.99,13986,13.87,15627,15.5,4683,4.64,12086,11.99,23346,23.15,3893,3.86,540.7
75,E07000035,"""Derbyshire Dales""",2025,"""East Midlands""",59299,394,0.66,12773,21.54,7088,11.95,8870,14.96,1992,3.36,6572,11.08,19816,33.42,2188,3.69,569.1
166,E07000137,"""East Lindsey""",2025,"""East Midlands""",115418,741,0.64,37648,32.62,16355,14.17,18058,15.65,4922,4.26,12071,10.46,20849,18.06,5515,4.78,431
181,E07000152,"""East Northamptonshire""",2025,"""East Midlands""",69576,562,0.81,15506,22.29,10629,15.28,12222,17.57,3085,4.43,8220,11.81,16866,24.24,3048,4.38,563.6
77,E07000037,"""High Peak""",2025,"""East Midlands""",74416,545,0.73,15520,20.86,9771,13.13,11931,16.03,2943,3.95,9779,13.14,21884,29.41,2588,3.48,485.7
161,E07000132,"""Hinckley and Bosworth""",2025,"""East Midlands""",86475,681,0.79,21089,24.39,12342,14.27,13895,16.07,4144,4.79,10733,12.41,20803,24.06,3469,4.01,527
198,E07000175,"""Newark and Sherwood""",2025,"""East Midlands""",93957,713,0.76,23550,25.06,13423,14.29,15088,16.06,3795,4.04,11169,11.89,22698,24.16,4234,4.51,555.4
78,E07000038,"""North East Derbyshire""",2025,"""East Midlands""",82699,567,0.69,22277,26.94,11752,14.21,13731,16.6,3632,4.39,9838,11.9,18340,22.18,3129,3.78,491.2
168,E07000139,"""North Kesteven""",2025,"""East Midlands""",88700,664,0.75,19289,21.75,12232,13.79,15306,17.26,3885,4.38,11685,13.17,22559,25.43,3744,4.22,679.5
